Marque,Ingr,Rating,Reference
GUERLAIN," CI 14700, COUMARIN,C BLUE NO, CI 60730 (EXT,C BLUE N&DEG, CITRIC ACID, STYRENE/ACRYLATES COPOLYMER, CI 14700 / RED 4, DISCLAIMER:L’ORÉAL STELLT IHNEN DIE NACHSTEHENDEN INHALTSSTOFFLISTEN AUF IHREN WUNSCH ZUR VERFÜGUNG, TETRASODIUM EDTA, CITRONELLOL, 2 0,CITRAL,CI 19140 (YELLOW 5), BUTYL METHOXYDIBENZOYLMETHANE",5.0,Mon Guerlain Bloom of Rose Eau de Toilette pour femme
Jimmy Choo," CI 10316, PEG-8, 1 (CI 42090), RED 4 (CI 14700), B28669/1), CI 60730 (EXT VIOLET 2),UTILISER UN PRODUIT DE NOTRE MARQUE,#13877 ALCOHOL, VIOLET 2) , CI 19140 (YELLOW 5), 
CINNAMAL",4.3,Fever Eau de Parfum pour femme
Maison Margiela," BENZOPHENONE-1, VP/VA COPOLYMER, AQUA (WATER/EAU),Tenir hors de portée des enfants,GERANIOL, HYDROXYISOHEXYL 3-CYCLOHEXENE CARBOXALDEHYD, AQUA (WATER) – LIMONENE – LINALOOL – ETHYLHEXYL METHOXYCINNAMATE – BUTYL METHOXYDIBENZOYLMETHANE – CITRONELLOL – ETHYLHEXYL SALICYLATE – GERANIOL – BENZYL ALCOHOL – ISOEUGENOL – BENZYL BENZOATE – CI 60730 (EXT, (SD ALCOHOL 39-C), CETYL PEG PPG-10 1 DIMETHICONE,PARFUM (FRAGRANCE), CALCIUM LACTATE, CHARCOAL EXTRACT, CI 15985 (YELLOW 6), CI 60730 (EXT, ACRYLATES/OCTYLACRYLAMIDE COPOLYMER, METHOXYCINNAMATE,ALCOOL DENAT, ETHYLHEXYL METHOXYCINNAMATE, ALCOHOL ·TRIS(TETRAMETHYLHYDROXYPIPERIDINOL)CITRATE,DIENTS PEUT FAIRE L'OBJET DE MODIFICATIONS",3.8,REPLICA Sailing Day Eau de Toilette mixte
Ermenegildo Zegna," AQUA (WATER) PARFUM (FRAGRANCE) ETHYLHEXYL METHOXYCINNAMATE BUTYL METHOXYDIBENZOYLMETHANE ETHYLHEXYL SALICYLATE ALPHA-ISOMETHYL IONONE LIMONENE CITRONELLOL COUMARIN HYDROXYCITRONELLAL LINALOOL CITRAL ISOEUGENOL BENZYL BENZOATE GERANIOL ANISE ALCOHOL BENZYL ALCOHOL BHT TOCOPHEROL, WATER(AQUA/EAU),COUMARIN, WATER / AQUA, PEG-8, VIOLET 2), BENZYL BENZOATE (F, CI 19140 (YELLOW 5),AQUA/WATER/EAU, SIE GELTEN STETS NUR FÜR DAS JEWEILS BEZEICHNETE PRODUKT MIT DER DAZU ANGEGEBENEN PRODUKT-REFERENZNUMMER, CHONDRUS CRISPUS (CARRAGEENAN) POWDER, PPG-15 STEARYL ETHER, O-CYMEN-5-OL, B27982/1), B174423/1), YELLOW 5 (C",4.1,Z Zegna Intenso Eau de Toilette pour homme
Armaf," CETTE LISTE D'INGR&EACUTE, BUTYLPHENYL METHYLPROPIONAL, ETHYLHEXYL SALICYLATE, CI 42090 / BLUE 1 , CETYL ALCOHOL, TOURMALINE, PARFUM (FRAGRANCE), TOCOPHEROL,CI 14700 – CI 19140 – CI 17200 (BROWN 1 REPLACEMENT), SIE GELTEN STETS NUR FÜR DAS JEWEILS BEZEICHNETE PRODUKT MIT DER DAZU ANGEGEBENEN PRODUKT-REFERENZNUMMER, CALCIUM LACTATE,EUGENOLCITRONELLOL, DIAMOND POWDER, XANTHAN GUM, ADIPIC ACID NEOPENTYL GLYCOL TRIMELLITIC ANHYDRIDE COPOLYMER, CI14700 (RED 4), PEG-60 HYDROGENATED CASTOR OIL",2.5,Mignon Black Eau de Parfum pour femme
Juliette has a gun,"#10076 ALCOHOL, BENZYL BENZOATE,#13877 ALCOHOL, POLYSORBATE 60, CI 60730 (EXT VIOLET 2), ALCOHOL ·TRIS(TETRAMETHYLHYDROXYPIPERIDINOL)CITRATE, SODIUM LAURETH SULFATE, CITRONELLOL (F, TRIDECETH-2 CARBOXAMIDE MEA, B170132/1)",4.6,In the Mood for Oud Eau de Parfum mixte
Roccobarocco," COMMIPHORA MUKUL RESIN EXTRACT, CI 19140 / YELLOW 5, ACETYL TRIBUTYL CITRATE, CI 14700, PEG-60 HYDROGENATED CASTOR OIL, BISABOLOL, ETHYLHEXYL PALMITATE, , PIROCTONE OLAMINE, VEUILLEZ CONSULTER L'EMBALLAGE DU PRODUIT ACHET&EACUTE",5.0,Tre Eau de Parfum pour femme
Boucheron," SODIUM OLEATE,C VIOLET NO, PARFUM (FRAGRANCE) –,SD ALCOHOL 40-B (ALCOHOL DENAT, ETHYL HEXYL SALICYLATE, LINALOOL ·COUMARIN,1 (CI 42090), HYDROXYCITRONELIAL, AUF EINEM PRODUKT FINDET SICH DIESE JEWEILS AM ENDE DER INHALTSSTOFFLISTE,C YELLOW NO",4.1,Miss Boucheron Eau de Parfum pour femme
Gres,"BHT,#16093 DIISOSTEARYL MALATE, EXT,AQUA (WATER)PARFUM (FRAGRANCE), ETHYHEXYL SALICYLATE, B, POLYQUATERNIUM-7, SODIUM COCOAMPHOACETATE, CITRONELLOL, CITRONELLOL (F,AQUA / WATER, CI 14700 / RED 4, PEG-60 HYDROGENATED CASTOR OIL, ALPHA-ISOMETHYL IONONE, ADIPIC ACID NEOPENTYL GLYCOL TRIMELLITIC ANHYDRIDE COPOLYMER,PROPYLENE GLYCOL, 1,PARFUM/FRAGRANCE",3.7,Cabotine de Gres Eau de Toilette pour femme
DIOR," PARFUM(FRAGRANCE), ADIPIC ACID NEOPENTYL GLYCOL TRIMELLITIC ANHYDRIDE COPOLYMER, CI 16035 (FD&C RED NO, HYDROXYPROPYL METHYLCELLULOSE, FD&C BLUE NO, SACCHAROMYCES MAGNESIUM FERMENT, ZUR ÜBERPRÜFUNG DER ZUSAMMENSETZUNG EINES BESTIMMTEN EINZELPRODUKTES IST DAHER STETS DIE AUF DEM PRODUKT ANGEBRACHTE INHALTSSTOFFLISTE ZU KONSULTIEREN, ACETYL TRIBUTYL CITRATE, CI 60730(EXT, DIMETHICONE, B170132/1),ETHYL ALCOHOL DENAT,CI 14700 – CI 19140 – CI 17200 (BROWN 1 REPLACEMENT), CI 77891 (TITANIUM DIOXIDE), 10), CI 19140,UTILISER UN PRODUIT DE NOTRE MARQUE,LINALOOL,I, HYDROLYZED CORALLINA OFFICINALIS EXTRACT",5.0,Dune Eau de Toilette pour femme
Avon," DISODIUM EDTA (F, ACRYLATES/OCTYLACRYLAMIDE COPOLYMER, BUTYLPHENYL METHYLPROPIONAL, 78, EUGENOL, HYDROXYPROPYL METHYLCELLULOSE, IONONE, CI 17200 (RED 33), SODIUM HYDROXIDE, URIAGE THERMAL SPRING WATER, CI 60730 (EXT VIOLET 2), VIOLET (CI60730), DISODIUM EDTA, 10), CALCIUM LACTATE, 5), [+/- CI 77491",4.4,Far Away Glamour Eau de Parfum pour femme
Etienne Aigner," SACCHAROMYCES ZINC FERMENT, DISODIUM EDTA, METHYL ANTHRANILATE, CI 60730 (EXT VIOLET 2) ALCOHOL OF VEGETAL ORIGIN 80% VOL, 2 0, 5), POLYGLYCERYL-10 DECAISOSTEARATE, PENTAERYTHRITYL TETRA-DI-T-BUTYL HYDROXYHYDROCINNAMATE,S &AGRAVE, CI 77499 / IRON OXIDES, DISTEARDIMONIUM HECTORITE, 1), LAURETH-2, SODIUM LAUROYL SARCOSINATE, CI 17200 (RED 33), HYDROLYZED COLLAGEN,INGREDIENTS  BUTYL ACETATE",4.8,Too Feminine Eau de Parfum pour femme
Yves Saint Laurent," HYDROLYZED JOJOBA ESTERS,#09158/A ALCOHOL,LINALOOL,CI 42090 (BLUE 1), B221265/1), CI 42090 (FD&C BLUE NO, LINALLOL,PROPYLENE GLYCOL, BEZYL SALICYLATE, CI 10316,#13877 ALCOHOL, CITRAL, PEG-40 STEARATE, DIMETHYL OXOBENZO DIOXASILANE,L, COCAMIDOPROPYL BETAINE, BENZYL CINNAMATE, DISODIUM EDTA",4.8,Paris Eau de Parfum pour femme
Lancome,"PROPYLENE GLYCOL, ETHYLHEXYLGLYCERIN,HYDROXYCITRONELLAL, HEXYLENE GLYCOL, HYDROXYPROPYL METHYLCELLULOSE, FRAGRANCE, PARFUM (FRAGRANCE) ·AQUA (WATER) ·ETHYLHEXYL,C BLUE N&DEG, HYDROGENATED POLYISOBUTENE, CETTE LISTE D'INGR&EACUTE, SODIUM LAURETH SULFATE, C VIOLET NO, CI 42090 (FD&C BLUE NO",5.0,La Vie Est Belle En Rose Eau de Toilette pour femme
Elizabeth Arden," BUTYLMETHOXYDIBENZOYLMETHANE, BUTYL METHOXYDIBENZOYLMETHANE,DA L’ORÉAL REGELMÄßIG NEUE WISSENSCHAFTLICHE ERKENNTNISSE IN DIE PRODUKTFORMULIERUNG EINFLIEßEN LÄSST, HYDROGEN PEROXIDE, SACCHAROMYCES MAGNESIUM FERMENT, OCTYLDODECYL PCA, TROMETHAMINE, BENZOPHENONE-1, CI 77163 (BISMUTH OXYCHLORIDE),EUGENOLCITRONELLOL, GERANIOL, SODIUM HYALURONATE,LES LISTES D’, SODIUM PHOSPHATE",4.8,5th Avenue NYC Eau de Parfum pour femme
Issey Miyake," PARFUM/FRAGRANCE ·AQUA/WATER/EAU, VOTRE UTILISATION PERSONNELLE, (SD ALCOHOL 40-B),#09158/A ALCOHOL,CI 14700 – CI 19140 – CI 17200 (BROWN 1 REPLACEMENT), PROPANE, RICINUS COMMUNIS (CASTOR) SEED OIL, CAPRYLYL GLYCOL,CINNAMAL, VP/VA COPOLYMER,TES INVIT&EACUTE,C ORANGE N&DEG, 33 (CI 17200), DISODIUM EDTA (F, DIETHYLHEXYL ADIPATE, HYDROLYZED CORALLINA OFFICINALIS EXTRACT, FRAGRANCE, GERANIOL (F, CINNAMAL,BHT",4.1,Pleats Please Eau de Toilette pour femme
Gucci," EUGENOL,CI 42090 (BLUE 1), TOCOPHEROL, RED 7 LAKE), [+/- CI 77491,AQUA (WATER)PARFUM (FRAGRANCE), C, TRIDECETH-2 CARBOXAMIDE MEA, BUTYLMETHOXYDIBENZOYLMETHANE, OHNE HIERZU RECHTLICH VERPFLICHTET ZU SEIN,ALCOHOL DENAT, , BENZYL",4.9,Rush Eau de Toilette pour femme
Ajmal," CINNAMATE,BENZYL SALICYLATE,CI19140 (YELLOW 5), PROPANE, WATER(AQUA/EAU), VIOLET 2,_x000D_
LOWER MASK: AQUA / WATER / EAU, CI 14700 / RED 4 (F, C VIOLET NO, CI 15985 / YELLOW 6, B, ETHYL HEXYL METHOXYCINNAMATE",3.7,Wanderer Eau de Parfum pour homme
Ralph Lauren," CITRONELLOL (F, LIRE LA LISTE D'INGR&EACUTE, HEXYL CINNAMAL,LES LISTES D’,PARFUM (FRAGRANCE),ALPHA-ISOMETHYL IONONE, 6 (CI 15985), PEG-8, CHONDRUS CRISPUS (CARRAGEENAN) POWDER,C YELLOW NO, UREA, GLYCOGEN,AQUA (WATER), VIOLET 2) , BIS-BEHENYL/ISOSTEARYL/PHYTOSTERYL DIMER DILINOLEYL DIMER DILINOLEATE,L ETHYLHEXYL METHOXYCINNAMATE LIMONENE, COCO-GLUCOSIDE, HYDROGENATED LECITHIN, SODIUM OLEATE",4.0,Ralph Eau de Toilette pour femme
Burberry," CAPRYLYL GLYCOL, ALCOHOL, ACRYLATES/C10-30 ALKYL ACRYLATE CROSSPOLYMER, 6 (CI 15985), BENZYLALCOHOL,ETHYLHEXYL METHOXYCINNAMATE, ALLANTOIN, 79% VOL,CI19140 (YELLOW 5), CITRIC ACID – BHT, CI 14700 / RED 4 (F, PEG-60 HYDROGENATED CASTOR OIL, VIOLET 2 (F, ALPHA-ISOMETHYLIONONE, RED 7 LAKE)",5.0,My Burberry Eau de Parfum pour femme
Jimmy Choo," CINNAMYL ALCOHOL (F, CI 42090/BLUE 1 [V1416E], OCTYLDODECANOL,AQUA (WATER)PARFUM (FRAGRANCE),2 (CI 60730),BHT, PARFUM/FRAGRANCE, AGAR, C251806/1), 19140 (YELLOW 5), CI 14700, B218914/1), CITRONELLOL ·EUGENOL, BENZYL BENZOATE, STEARETH-2, SACCHAROMYCES COPPER FERMENT, HEXYLENE GLYCOL, CITRAL",5.0,LEau Eau de Toilette pour femme
The Library of Fragrance," 79% VOL, CI 17200(RED 33),C YELLOW NO, PARFUM (FRAGRANCE), POLYMETHYL METHACRYLATE, B228531/1), URIAGE THERMAL SPRING WATER, B44508/2), KÖNNEN VON EINER REFERENZ VERSCHIEDENE VERSIONEN MIT UNTERSCHIEDLICHEN ZUSAMMENSETZUNGEN IM UMLAUF SEIN, SODIUM HYDROXIDE,LINALOOL, CETTE LISTE D'INGR&EACUTE",3.7,Honey eau de cologne mixte
Versace," DIETHYLAMINO ,COUMARIN, BENZOPHENONE-3, PARAFFINUM LIQUIDUM,#13877 ALCOHOL, D&C VIOLET NO, PARFUM (FRAGRANCE) – AQUA (WATER/EAU),AQUA / WATER, CITRONELLOL ·EUGENOL, CI 19140 (YELLOW 5), PIPERONYL GLUCOSIDE, CI 60730 / EXT, B217785/1), HYDROXYISOHEXYL 3-CYCLOHEXENE CARBOXALDEHYDE, SYNTHETIC WAX",4.1,Crystal Noir Eau de Parfum pour femme
Elizabeth Arden,"B, CI 16035 (FD&C RED NO, COVABSORB, CI42090, B174423/1), LINALOO, AQUA, COLORATIONEN),ETHYL ALCOHOL DENAT, PARFUM (FRAGRANCE) – AQUA (WATER/EAU), IRVINGIA GABONENSIS KERNEL BUTTER, TRIS(TETRAMETHYLHYDROXYPIPERIDINOL) CITRATE, CITRAL, CHLORPHENESIN, EVERNIA FURFURACEA (TREEMOSS) EXTRACT, B228531/1), RICINUS COMMUNIS (CASTOR) SEED OIL",3.1,Green Tea Lavender Eau de Toilette pour femme
Oriflame," BUTYLENE GLYCOL, HYDROLYZED WHEAT PROTEIN,875191 06, RED 33 (CI 17200), 19140 (YELLOW 5), AMMONIUM LAURYL SULFATE, AQUA/WATER/EAU,DIENTS PEUT FAIRE L'OBJET DE MODIFICATIONS, VIOLET 2 (F, RED 4 (CI 14700),ALPHA-ISOMETHYL IONONE",4.5,Mysterial Oud Eau de Toilette pour femme
Paloma Picasso," HEXYLCINNAMAL, ETHYLHEXYL METHOXYCINNAMATE, CITRAL (F,HYDROXYBENZOYLHEXYL BENZOATE ·BHT, CI 77499 / IRON OXIDES, CALCIUM LACTATE, BENZYL SALICYLATE, ALCOHOL, BUTYLENE GLYCOL
DICAPRYLATE/DICAPRATE,YELLOW 5 8CI19140)",3.4,Paloma Picasso Eau de Parfum pour femme
The Library of Fragrance," VIOLET 2 (F, DIPROPYLENE GLYCOL, DISTEARDIMONIUM HECTORITE, PPG-15 STEARYL ETHER, BENZOPHENONE-3, PEG-40 HYDROGENATED CASTOR OIL, TOURMALINE,CI 14700 (RED 4),#12194/A ALCOHOL, EUGENOL, LINALOOL
, PARFUM(FRAGRANCE), CI42090, BUTYLPHENYL METHYLPROPIONAL –, PARFUM (FRAGRANCE) –, SODIUM COCOAMPHOACETATE, RED 33 / CI 17200, PEG-100 STEARATE, CAPRYLYL GLYCOL",3.7,Pineapple eau de cologne mixte
The Library of Fragrance,"ALPHA-ISOMETHYL IONONE, CI 19140, BUTYROSPERMUM PARKII (SHEA BUTTER),C ORANGE N&DEG, B225989/1),CI 14700 – CI 19140 – CI 17200 (BROWN 1 REPLACEMENT), EVERNIA FURFURACEA (TREEMOSS) EXTRACT, COMMIPHORA MUKUL RESIN EXTRACT, 19140 (YELLOW 5), B229660/1), VP/VA COPOLYMER, BUTYL METHOXY DIBENZOYLMETHANE,5 (CI 19140)",2.5,Thunderstorm eau de cologne mixte
Ajmal," DIMETHICONE, SYNTHETIC FLUORPHLOGOPITE, CI 42090/BLUE 1, BIS-BEHENYL/ISOSTEARYL/PHYTOSTERYL DIMER DILINOLEYL DIMER DILINOLEATE, VIOLET 2 (F, ETHYL HEXYL SALICYLATE,PARFUM (FRAGRANCE), CI 42090, C167920/1), ORANGE 4 (CI 15510), (SD ALCOHOL 40-B)",3.9,Hayba Eau de Parfum mixte
Atkinsons,"UTILISER UN PRODUIT DE NOTRE MARQUE, HYDROGENATED LECITHIN, BUTYLENE GLYCOL, CI 42053 (GREEN 3), GERANIOL (F, ADENOSINE, MAGNESIUM ASCORBYL PHOSPHATE, SODIUM LAURETH SULFATE, KÖNNEN VON EINER REFERENZ VERSCHIEDENE VERSIONEN MIT UNTERSCHIEDLICHEN ZUSAMMENSETZUNGEN IM UMLAUF SEIN, 60730), SACCHAROMYCES ZINC FERMENT, 
CINNAMAL, BHT ",3.6,Pirates' Grand Reserve Eau de Parfum mixte
Xerjoff," CETYL PEG PPG-10 1 DIMETHICONE, ALLANTOIN, CI 42090 / BLUE 1 , MARIS SAL/SEA SALT/SEL MARIN, ACETYL HEXAPEPTIDE-8, HEXANAL, BEI PRODUKTEN, DIAMOND POWDER,EUGENOLCITRONELLOL, HYDROXYPROPYL METHYLCELLULOSE, CI 47005 (YELLOW 10), PEG-90 GLYCERYL ISOSTEARATE, 10), STYRENE/ACRYLATES COPOLYMER, CELLULOSE GUM",4.4,Casamorati 1888 Gran Ballo Eau de Parfum pour femme
Miller Harris," CITRAL (F, VOUS &ECIRC, POLYSORBATE 60, BUTYL METHOXYDIBENZOYLMETHANE, BENZYL SALICYLATE, AQUA (WATER) – LIMONENE – LINALOOL – ETHYLHEXYL METHOXYCINNAMATE – BUTYL METHOXYDIBENZOYLMETHANE – CITRONELLOL – ETHYLHEXYL SALICYLATE – GERANIOL – BENZYL ALCOHOL – ISOEUGENOL – BENZYL BENZOATE – CI 60730 (EXT, CI 60730(EXT, AGAR, TRIETHANOLAMINE, ALLANTOIN, ETHYLHEXYL HYDROXYSTEARATE, CI 15985 (YELLOW 6), CINNAMYL ALCOHOL, STEARETH-2, WIRD NACHFOLGEND EINE INHALTSSTOFFLISTE FÜR JEDEN BESTANDTEIL ANGEGEBEN, FRAGRANCE, EXT D&,ALCOOL DENAT, PROPYLENE GLYCOL",4.8,Tea Tonique Eau de Parfum mixte
Thalia Sodi," GUAR HYDROXYPROPYLTRIMONIUM CHLORIDE, 60730), ALPHA-ISOM ETHYL, CI 42053 (GREEN 3), 80% VOL, CI 60730/EXT,HYDROXYBENZOYLHEXYL BENZOATE ·BHT, PARFUM,CI 15985/YELLOW 6, BENZYL GLYCOL, EHTYLHEXYL METHOXYCINNAMATE, B229660/1), ETHYL HEXYL METHOXYCINNAMATE, POLYQUATERNIUM-7",3.9,Diamond Petals Eau de Parfum pour femme
Chopard," CI 19140 / YELLOW 5, OCTOCRYLENE,L, HYDROLYZED JOJOBA ESTERS,DIETHYLAMINO HYDROXYBENZOYL HEXYL BENZOATE, 79% VOL,C RED N&DEG, SYNTHETIC FLUORPHLOGOPITE, VOTRE UTILISATION PERSONNELLE, C10-18 TRIGLYCERIDES, BISABOLOL",4.6,Oud Malaki Eau de Parfum pour homme
Paul Smith," CYAMOPSIS TETRAGONOLOBA (GUAR) GUM, CINNAMATE, CI 60730 (EXT, PARAFFINUM LIQUIDUM, IRVINGIA GABONENSIS KERNEL BUTTER, METHYLPROPANEDIOL, BEI PRODUKTEN, CHONDRUS CRISPUS (CARRAGEENAN) POWDER,Tenir hors de portée des enfants,YELLOW 5 8CI19140), VOTRE UTILISATION PERSONNELLE, OHNE HIERZU RECHTLICH VERPFLICHTET ZU SEIN",4.7,Rose Eau de Parfum pour femme
Yves Saint Laurent," CI 19140(YELLOW 5), DIAMOND POWDER, METHYL 2-OCTYNOATE, JOJOBA ESTERS, DIETHYLAMINO HYDROXYBENZOYLHEXYL BENZOATE, CI 19140, GLYCERYL CAPRYLATE, CETEARYL ETHYLHEXANOATE, ANISE ALCOHOL BHT, STYRENE/ACRYLATES COPOLYMER, 2 0,AQUA (WATER)PARFUM (FRAGRANCE), JOUR, B221715/1), ALPHA-ISOMETHYL IONONE – CITRAL – CITRONELLOL – COUMARIN – GERANIOL – LIMONENE – LINALOOL, CETTE LISTE D'INGR&EACUTE, SODIUM CHLORIDE, AQUA, BENZOPHENONE -3, PEG-100 STEARATE",4.6,Y Eau de Parfum pour homme
Lacoste," GREEN 5(CI 61570), C VIOLET NO, , CI 16035 (FD&C RED NO, CI60730 (EXT, SACCHAROMYCES ZINC FERMENT, CI 60730 (EXT VIOLET 2),CI 19140 (YELLOW 5), 1), CINNAMAL, AESCULUS HIPPOCASTANUM SEED EXTRACT, 
COUMARIN, BHT",4.2,Pour Femme Elixir Eau de Parfum pour femme
SANTINI Cosmetic," CI 77891 / TITANIUM DIOXIDE, AMMONIUM LAURYL SULFATE, HYDROXYCITRONELIAL, 60730), CI 15985 (YELLOW 6), OCTOCRYLENE ·ETHYLHEXYL METHOXYCINNAMATE ·LIMONENE, BENZYLALCOHOL, HYDROXYCITRONELLAL,#13877 ALCOHOL,, 10)",2.6,Anastasia Eau de Parfum pour femme
STR8," HYDROGENATED STYRENE/METHYLSTYRENE/INDENE COPOLYMER, CI 17200 / RED 33, , ACETYL HEXAPEPTIDE-8, ETHYL ACETATE, EVERNIA FURFURACEA EXTRACT / TREEMOSS EXTRACT, B226070/1), CI 42090/BLUE 1 [V1416E], RED 7 LAKE), MARIS SAL/SEA SALT/SEL MARIN, EXT VIOLET 2 (C, (SD ALCOHOL 39-C) –, WATER, C, POLYMETHYL METHACRYLATE",4.0,Red Code Eau de Toilette pour homme
The Library of Fragrance," AMMONIUM LAURYL SULFATE, ADENOSINE, LIRE LA LISTE D’, PENTAERYTHRITYL TETRA-DI-T-BUTYL HYDROXYHYDROCINNAMATE, JOUR, AQUA (WATER/EAU), DISTEARDIMONIUM HECTORITE, CETYL ALCOHOL, CYAMOPSIS TETRAGONOLOBA (GUAR) GUM, LINALOOL, CI 42090 / BLUE 1 ",4.1,Clean Windows eau de cologne mixte
Banana Republic," CI 42090/BLUE 1, XANTHAN GUM, STEARALKONIUM BENTONITE, PEG-7 GLYCERYL COCOATE,LES LISTES D'INGR&EACUTE, C241615/1), ISOBUTANE, RED 7 LAKE), LINALOOL ·COUMARIN, 2 (CI 60730)",4.5,Icon Collection 06 Black Platinum Eau de Parfum mixte
Bois 1920," AUF EINEM PRODUKT FINDET SICH DIESE JEWEILS AM ENDE DER INHALTSSTOFFLISTE, CI 42090 (BLUE 1), PARFUM (FRAGRANCE) ·AQUA (WATER) ·ETHYLHEXYL,GULI&EGRAVE, RED 4 (CI4700),CI 15985/YELLOW 6, VIOLET 2, TRIS (TETRAMENTHYLHYDROXYPIPERIDINOL) CITRATE,2 (CI 60730), PROPYL GALLATE, BENZOPHENONE -3, MALUS DOMESTICA FRUIT CELL CULTURE EXTRACT,C VIOLET NO",3.8,Dolce di Giorno Eau de Parfum mixte
Fcuk," CI 14700 (RED 4),C YELLOW N&DEG, DISODIUM EDTA, BUTYLMETHOXYDIBENZOYLMETHANE, AQUA, OHNE HIERZU RECHTLICH VERPFLICHTET ZU SEIN, B229660/1), 2 0, GLYCERYL CAPRYLATE, 80% VOL, CI 77891 (TITANIUM DIOXIDE), B221715/1), ETHYLHEXYLGLYCERIN,#10076 ALCOHOL",4.5,Her Eau de Toilette pour femme
Miller Harris," B27982/1), CI 10316, BUTYLPHENYL METHYLPROPIONAL, AMMONIUM LAURYL SULFATE, ADIPIC ACID NEOPENTYL GLYCOL TRIMELLITIC ANHYDRIDE COPOLYMER, CETYL ALCOHOL, B225989/1), PEG-7 GLYCERYL COCOATE, BHT, DIETHYLAMINO HYDROXYBENZOYLHEXYL BENZOATE, CETEARYL ETHYLHEXANOATE, CI 14700 / RED 4 (F, SODIUM LAURETH SULFATE, LINALOOL
, CETYL HYDROXYETHYLCELLULOSE, ZUR ÜBERPRÜFUNG DER ZUSAMMENSETZUNG EINES BESTIMMTEN EINZELPRODUKTES IST DAHER STETS DIE AUF DEM PRODUKT ANGEBRACHTE INHALTSSTOFFLISTE ZU KONSULTIEREN, ALUMINUM CHLOROHYDRATE, CI 60730 (EXT, ISOBUTANE, SILICA",3.9,Lumiere Doree Eau de Parfum pour femme
Tommy Hilfiger," PARFUM / FRAGRANCE, PARFUM(FRAGRANCE),4 (CI 14700), HYDROGENATED POLYISOBUTENE,LINALOOL, ALCOHOL,PARFUM (FRAGRANCE), C251806/1), PARFUM (FRAGRANCE) –, FRAGRANCE, 2 0, ACACIA SENEGAL GUM, ISOPROPYL MYRISTATE, SACCHAROMYCES SILICON FERMENT,EUGENOLCITRONELLOL, BENZYL ALCOHOL, B221715/1)",3.8,Tommy Girl Eau de Toilette pour femme
Issey Miyake," CI 17200 (RED 33),#13877 ALCOHOL, HEXANAL, OCTOCRYLENE, CI 77499 (IRON OXIDES), HYDROLYZED COLLAGEN, CETTE LISTE D'INGR&EACUTE,UTILISER UN PRODUIT DE NOTRE MARQUE, [+/- CI 77491, BUTANE, CAPRYLIC/CAPRIC TRIGLYCERIDE, LAURETH-2, PEG-100 STEARATE, PENTASODIUM PENTETATE",2.5,L'Eau d'Issey Shades of Kolam Eau de Toilette pour femme
Jaguar," PHOSPHOLIPIDS, PROPANE,AQUA (WATER)PARFUM (FRAGRANCE),PROPYLENE GLYCOL,TES INVIT&EACUTE,L, CI 19140
(YELLOW 5), 
CINNAMAL, VIOLET 2 (F, OCTYLDODECYL PCA, DIETHYLAMINO HYDOXYBENZOYL HEXYL BENZOATE, CI 17200, CAPRYLYL GLYCOL, LIMONENE, ISOPROPYL MYRISTATE, CI 77891 (TITANIUM DIOXIDE), PIPERONYL GLUCOSIDE, HYDROXYISOHEXYL 3-CYCLOHEXENE CARBOXALDEHYD",4.7,Classic Motion Eau de Toilette pour homme
Jovan,"HYDROXYBENZOYLHEXYL BENZOATE ·BHT, SUCROSE ACETATE ISOBUTYRATE, B170132/1), PROPYLENE GLYCOL, OLEA EUROPAEA (OLIVE) FRUIT OIL, PANTHENOL, CETYL HYDROXYETHYLCELLULOSE, VIOLET 2 (CI 60730), MALUS DOMESTICA FRUIT CELL CULTURE EXTRACT, HYDROXYISOHEXYL 3-CYCLOHEXENE CARBOXALDEHYD, LACTIC ACID, ISOPROPYL MYRISTATE, WATER(AQUA/EAU), FD&C BLUE NO, YELLOW 5 (CI 19140),LIMONENE",5.0,Musk spray corporel pour femme
Reminiscence," CINNAMYL ALCOHOL, CAPRYLYL GLYCOL, PEG-7 GLYCERYL COCOATE, VIOLET 2),C RED N&DEG, O-CYMEN-5-OL, PEG-8, B, CI 14700 (RED 4) CI 17200 (RED 33) CI 60730 (EXT, AQUA(WATER), B188567/1),2 (CI 60730), FD&C BLUE NO, 5), PARFUM (FRAGRANCE) – AQUA (WATER/EAU), AQUA (WATER/EAU)",3.3,Patchouli N' Roses Eau de Parfum pour femme
Just Jack," SILICA, CI60730 (EXT,DIENTS ENTRANT DANS LA COMPOSITION DES PRODUITS DE NOTRE MARQUE SONT R&EACUTE, CI 42090(BLUE 1), B221715/1), BENZYL, AESCULUS HIPPOCASTANUM SEED EXTRACT, AGAR, CI 19140 (YELLOW 5),CITRAL, AVANT D’,BENZYL BENZOATE, JOJOBA ESTERS, SODIUM HYALURONATE, GLYCERYL STEARATE,B, CHONDRUS CRISPUS (CARRAGEENAN) POWDER, C167920/1), BHT ",3.2,Orchid Noir Eau de Parfum pour femme
